density_bin,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,53.0,55.0,58.0,59.0,64.0,65.0,67.0,74.0,80.0,81.0,90.0,91.0,94.0,101.0,106.0,114.0,119.0,148.0,151.0,189.0,197.0,210.0,346.0
"(-0.001, 2.87e-08]",0.257985257985258,0.22358722358722358,0.13513513513513514,0.08845208845208845,0.0687960687960688,0.03931203931203931,0.044226044226044224,0.02702702702702703,0.0171990171990172,0.007371007371007371,0.014742014742014743,0.0,0.007371007371007371,0.012285012285012284,0.009828009828009828,0.002457002457002457,0.007371007371007371,0.002457002457002457,0.0,0.002457002457002457,0.002457002457002457,0.002457002457002457,0.0,0.0,0.002457002457002457,0.0,0.002457002457002457,0.0,0.002457002457002457,0.0,0.0,0.002457002457002457,0.0,0.0,0.0,0.0,0.0,0.002457002457002457,0.002457002457002457,0.002457002457002457,0.002457002457002457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002457002457002457,0.0,0.0,0.0,0.0,0.0,0.0,0.002457002457002457,0.0,0.0,0.0,0.002457002457002457,0.0,0.0,0.0,0.0,0.0
"(2.87e-08, 5.08e-05]",0.16417910447761194,0.13432835820895522,0.12935323383084577,0.0945273631840796,0.07462686567164178,0.04975124378109453,0.04975124378109453,0.07462686567164178,0.03482587064676617,0.014925373134328358,0.014925373134328358,0.024875621890547265,0.024875621890547265,0.029850746268656716,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.0,0.009950248756218905,0.0,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.0,0.009950248756218905,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.004975124378109453,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.004975124378109453
"(5.08e-05, 0.00155]",0.2012987012987013,0.16883116883116883,0.11038961038961038,0.09740259740259741,0.11038961038961038,0.05844155844155844,0.07792207792207792,0.01948051948051948,0.025974025974025976,0.012987012987012988,0.006493506493506494,0.012987012987012988,0.01948051948051948,0.006493506493506494,0.006493506493506494,0.0,0.0,0.01948051948051948,0.0,0.0,0.006493506493506494,0.006493506493506494,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0.00155, 0.00944]",0.16216216216216217,0.16216216216216217,0.1554054054054054,0.060810810810810814,0.08783783783783784,0.08108108108108109,0.0472972972972973,0.04054054054054054,0.02027027027027027,0.04054054054054054,0.02027027027027027,0.02702702702702703,0.006756756756756757,0.006756756756756757,0.013513513513513514,0.02027027027027027,0.013513513513513514,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0.00944, 0.0226]",0.20238095238095238,0.11904761904761904,0.10714285714285714,0.07738095238095238,0.07142857142857142,0.011904761904761904,0.07142857142857142,0.05357142857142857,0.02976190476190476,0.05357142857142857,0.023809523809523808,0.017857142857142856,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.011904761904761904,0.005952380952380952,0.005952380952380952,0.0,0.0,0.011904761904761904,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.005952380952380952,0.0,0.0,0.005952380952380952,0.005952380952380952,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0
"(0.0226, 0.0435]",0.17518248175182483,0.1678832116788321,0.11678832116788321,0.08029197080291971,0.08759124087591241,0.051094890510948905,0.0364963503649635,0.0364963503649635,0.021897810218978103,0.029197080291970802,0.0072992700729927005,0.0364963503649635,0.043795620437956206,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0072992700729927005,0.0072992700729927005,0.0,0.0072992700729927005,0.0,0.0072992700729927005,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0072992700729927005,0.0,0.0,0.0072992700729927005,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0
"(0.0435, 0.0781]",0.16666666666666666,0.12698412698412698,0.10317460317460317,0.047619047619047616,0.05555555555555555,0.09523809523809523,0.047619047619047616,0.06349206349206349,0.031746031746031744,0.031746031746031744,0.007936507936507936,0.007936507936507936,0.023809523809523808,0.015873015873015872,0.031746031746031744,0.0,0.007936507936507936,0.0,0.015873015873015872,0.023809523809523808,0.015873015873015872,0.0,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0.0781, 0.148]",0.19047619047619047,0.11904761904761904,0.13095238095238096,0.10714285714285714,0.09523809523809523,0.047619047619047616,0.011904761904761904,0.023809523809523808,0.05952380952380952,0.023809523809523808,0.0,0.011904761904761904,0.0,0.023809523809523808,0.011904761904761904,0.011904761904761904,0.023809523809523808,0.0,0.011904761904761904,0.0,0.0,0.011904761904761904,0.0,0.0,0.011904761904761904,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.011904761904761904,0.0
"(0.148, 0.266]",0.06896551724137931,0.10344827586206896,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0
"(0.266, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
